:ID,source,source_id,title,abstract,url,:LABEL
pubmed:41788133,pubmed,41788133,Effects of Deep Transcranial Magnetic Stimulation on Cognitive Function in Bipolar Depression: A Randomized Controlled Trial Using the MATRICS Consensus Cognitive Battery.,"Bipolar disorder (BD) is characterized by persistent cognitive deficits. These deficits contribute to functional impairment and often respond poorly to pharmacotherapy. Although deep transcranial magnetic stimulation (dTMS) has demonstrated antidepressant efficacy, there is limited knowledge about its cognitive effects and comprehensive clinical performance in BD. In this study, we assessed the cognitive outcomes, clinical efficacy, and safety of H1-coil dTMS in BD patients. In this randomized, double-blind, sham-controlled trial, 100 inpatients with BD received 4 weeks of active or sham H1-coil dTMS. The MATRICS (Measurement and Treatment Research to Improve Cognition in Schizophrenia) Consensus Cognitive Battery (MCCB) was used to investigate the cognitive function, and the 17-item Hamilton Depression Rating Scale (HDRS-17) was used to assess depressive symptoms from baseline to week 4. Both groups, active and sham dTMS, showed significant cognitive improvements across most domains (p < 0.05), with no statistically significant between-group differences (all p > 0.05). At the endpoint, the active dTMS group showed statistically significantly lower HDRS-17 scores and a higher response rate than the sham group (mean difference = 2.94, 95% CI [0.10, 5.78], p = 0.04); 50% vs. 24%; OR = 3.17, 95% CI [1.35, 7.44], p = 0.007). All treatments demonstrated a favorable safety profile, with only mild and transient adverse effects. In patients with BD, active dTMS was well-tolerated and was associated with a higher response rate and statistically significant (albeit modest) lower depressive symptom scores compared to sham stimulation, without inducing cognitive adverse effects. However, no specific cognitive benefit beyond its antidepressant effect was established. Overall, these results indicate that dTMS has potential as an adjunctive treatment option for bipolar depression, particularly when medications are limited or poorly tolerated. NCT06524505. Registered 23 July, 2024,...",https://pubmed.ncbi.nlm.nih.gov/41788133/,Document:Pubmed
pubmed:41785933,pubmed,41785933,Shift to the core: Abnormal core-periphery global topography in unipolar and bipolar depression.,"This study explores the global signal topography of core and periphery brain networks in Major Depressive Disorder (MDD), Bipolar disorder (BD-Dep) and healthy controls (HC) using resting-state fMRI. In a sample of 140 depressed MDD and BD patients, and 70 HC, we observed a significant shift toward increased activity in the transmodal-core regions (e.g., default mode network, frontoparietal network) at the expense of unimodal-periphery regions (e.g., visual, sensory-motor cortices) in both depressed MDD and BD patients compared to HC. Whole brain machine learning analyses further demonstrated that altered global signal dynamics can effectively distinguish MDD and BD from HC (ACC = 79% and 77% respectively). Notably, we identified a significant negative correlation between global signal correlation in unimodal-periphery networks and depressive symptom severity. Additionally, in a smaller sample of BD during mania (N = 22) a distinct topographic pattern was observed, with increased global representation in the unimodal-periphery compared to depressive states, suggesting mood state-dependent shifts in network organization. To assess multivariate discriminability across diagnostic groups, a Partial Least Squares (PLS) analysis revealed that higher Core and related network activity (DMN, FPN) predicted diagnostic assignment to MDD and BD-Dep, whereas higher Periphery and related network (e.g., visual and sensory-motor networks) predicted assignment to BD-Man and HC. The Core-Periphery (C-P) ratio emerged as the strongest predictor (VIP = 1.65). These results underscore the critical role of global signal topography in mood disorders, particularly the imbalance between core and peripheral brain networks, as a potential neurobiological marker for depressive states.",https://pubmed.ncbi.nlm.nih.gov/41785933/,Document:Pubmed
pubmed:41785475,pubmed,41785475,Faecal Transplants for Bipolar Depression: Moving out of the Periphery?,,https://pubmed.ncbi.nlm.nih.gov/41785475/,Document:Pubmed
pubmed:41756342,pubmed,41756342,Transient Mood Elevation Without a Manic Switch: Goldenseal-Augmented Oral Glutamatergic Regimen in Bipolar Depression With Comorbid Obsessive-Compulsive Disorder (OCD).,"Treating bipolar depression that comes with obsessive, looping thoughts can be tricky because standard antidepressants often help only a little and can sometimes push the mood too high. In this report, we followed a 32-year-old man whose low mood and health-related ruminations lingered despite mood stabilisers (valproate, low-dose aripiprazole, pregabalin, and Deanxit). Hoping to copy some of ketamine's brain-circuit effects, he tried an over-the-counter mix of dextromethorphan, piracetam, and L-glutamine; the result was modest at best. Ten days after he added 600 mg of the herbal CYP2D6 inhibitor goldenseal, thought to slow the breakdown of dextromethorphan, he reported a clear lift in energy, mood, and work performance, with no signs of hypomania; the improvement faded when he stopped the herb and returned when he restarted it, and he had no side effects. Although this single experience cannot show cause and effect, it hints that short courses of a well-standardised botanical CYP2D6 inhibitor might prolong the benefit some patients get from oral dextromethorphan-based combinations, an idea that would need careful study, including drug-level monitoring and checks for mood switches.",https://pubmed.ncbi.nlm.nih.gov/41756342/,Document:Pubmed
pubmed:41749057,pubmed,41749057,"Psilocybin for psychiatric disorders: History, clinical trials, neuroimaging, and regulations.","Psilocybin, a classic psychedelic compound, has garnered renewed interest as a potential treatment for various psychiatric disorders. This review provides a comprehensive overview of psilocybin's history, recent clinical evidence, ongoing clinical trials, neuroimaging findings, and regulations. Historically used in spiritual and healing rituals, psilocybin was in the early 1970s subjected to strict legal restrictions that stalled research for decades. However, renewed scientific interest began in the 1990s, with studies demonstrating psilocybin's therapeutic potential for psychiatric disorders. Clinical trials have reported therapeutic effects of psilocybin in major depressive disorder (MDD), depressive symptoms associated with life-threatening illnesses, and in some substance use disorders. Moreover, several phase III clinical trials of psilocybin for depression are currently underway, though trial data for obsessive-compulsive disorder and bipolar depression are limited. Short-term side effects are reportedly generally mild and transient, but long-term effects still need further investigation. Neuroimaging research using magnetic resonance imaging and electroencephalography is still limited and focuses mainly on MDD. However, ongoing clinical trials include neuroimaging studies for psychiatric disorders beyond MDD, as well as positron emission tomography studies for MDD. Regulatory frameworks vary internationally. While many countries continue to classify psilocybin as a prohibited substance, use of psilocybin under controlled conditions is now permitted in Switzerland, parts of the United States, Canada, and Australia. Despite encouraging data, challenges remain, including the need for larger, blinded trials, standardized protocols, and clarification of long-term efficacy and safety. Psilocybin represents a novel therapeutic approach in psychiatric treatment, warranting further rigorous scientific and regulatory research.",https://pubmed.ncbi.nlm.nih.gov/41749057/,Document:Pubmed
pubmed:41740754,pubmed,41740754,The efficacy of lumateperone across symptoms of a major depressive episode with mixed features in patients with major depressive disorder and bipolar disorder: Post hoc analyses.,"Current treatments for major depressive episodes may not resolve all symptoms, with residual symptoms predicting disease relapse, recurrence, and functional impairment. This post hoc analysis of Study 403 (NCT04285515), a randomized, double-blind, placebo-controlled trial in patients with major depressive disorder (MDD) or bipolar disorder presenting with a major depressive episode with mixed features, evaluated the breadth of efficacy of lumateperone 42 mg across depressive symptoms assessed by Montgomery-Åsberg Depression Rating Scale (MADRS) single item scores. Adults aged 18-75 years who met DSM-5 criteria for MDD or bipolar disorder with depressive episode with mixed features were randomized 1:1 to receive 6-week lumateperone 42 mg or placebo treatment. Among 383 patients in the modified intent-to-treat population, lumateperone significantly improved 9 out of 10 MADRS items, except Suicidal Thoughts, versus placebo at Day 43, with earliest significant improvements observed from Days 8-15. A significantly higher proportion of patients had reduced symptom severity with lumateperone versus placebo across a range of individual MADRS items. A smaller percentage of patients with moderate-to-severe baseline symptoms (MADRS score ≥4) continued to have item scores ≥4 at end of treatment with lumateperone compared with placebo across all individual MADRS items, except for the Suicidal Thoughts item. Young Mania Rating Scale Total score improved from baseline to Day 43 versus placebo, with fewer patients experiencing mania worsening. Lumateperone 42 mg improved a broad range of depressive symptoms in patients with MDD and bipolar depression with mixed features, supporting its therapeutic potential in these conditions.",https://pubmed.ncbi.nlm.nih.gov/41740754/,Document:Pubmed
pubmed:41730351,pubmed,41730351,"The antidepressant effectiveness of transcranial magnetic stimulation is not impacted by comorbid neurotic, stress-related or somatoform disorders.","Depression is frequently accompanied by neurotic, stress-related and somatoform disorders (F4 diagnoses, ICD-10), which are linked to greater severity and poorer treatment outcomes. Transcranial magnetic stimulation (TMS) is a non-invasive neuromodulation technique used for treatment-resistant depression. We investigated whether comorbid F4 diagnoses affect the antidepressant efficacy of different TMS protocols under real-world conditions. We retrospectively analyzed data from 416 in- and outpatients with unipolar or bipolar depression at a German tertiary hospital between 2019 and 2024, of whom 107 had an F4 comorbidity. All patients received left prefrontal TMS: intermittent theta-burst stimulation (iTBS) with 600 (n = 138), 1200 (n = 98), or 1800 pulses per session (n = 104), or tonic repetitive TMS (rTMS) at 20 Hz with 2000 pulses (n = 76). Depressive symptoms were assessed before and after treatment using the HAMD-21 and MDI. Depression scores improved significantly in both groups, with no significant difference between patients with or without F4-comorbidity. Remission rates were lower in patients with comorbid F4-diagnoses. No significant differences were observed between TMS protocols in patients with F4-comorbidity. Network analyses revealed similar symptom profiles in both groups. Comorbid F4-diagnoses do not affect the antidepressant efficacy of TMS. iTBS is as effective as other protocols, but shorter and more cost-efficient, making it preferable for patients and providers.",https://pubmed.ncbi.nlm.nih.gov/41730351/,Document:Pubmed
pubmed:41717566,pubmed,41717566,Efficacy and safety of intermittent theta-burst stimulation versus continuous theta-burst stimulation for major depressive disorder and bipolar depression: a systematic review.,"The therapeutic efficacy and safety profiles of daily or accelerated intermittent theta-burst stimulation (iTBS) in comparison to daily or accelerated continuous theta-burst stimulation (cTBS) for patients with major depressive disorder (MDD) or bipolar depression (BD) remain inadequately explored, respectively. This systematic review evaluates the efficacy, safety, and tolerability of daily or accelerated iTBS compared to daily or accelerated cTBS in patients with MDD or BD. A comprehensive search was conducted in both Chinese (WanFang, China National Knowledge Infrastructure) and English (PubMed, EMBASE, PsycINFO, Cochrane Library) databases to identify randomized controlled trials (RCTs) examining the efficacy and safety of daily or accelerated iTBS compared to daily or accelerated cTBS in patients with MDD or BD. Three studies (n = 87) investigated the efficacy, safety, and tolerability of daily iTBS versus daily cTBS (1 RCT, n = 30) in patients with MDD, and accelerated iTBS versus accelerated cTBS (2 RCTs, n = 57) in patients with MDD or BD. In patients with MDD, daily iTBS outperformed daily cTBS in terms of antidepressant efficacy, with comparable safety and tolerability profiles (1 RCT). Accelerated cTBS demonstrated superior anxiolytic (1 RCT) and anti-suicidal efficacy (1 RCT) compared to accelerated iTBS in MDD, with similar antidepressant efficacy, safety, and tolerability profiles for patients with MDD or BD (2 RCTs). Among the limited number of available studies, the efficacy and safety of daily or accelerated iTBS compared to daily or accelerated cTBS in patients with MDD or BD were uncertain. Future research with larger sample sizes and standardized assessments is essential to confirm these findings.",https://pubmed.ncbi.nlm.nih.gov/41717566/,Document:Pubmed
pubmed:41713680,pubmed,41713680,Vital-affective symptom connectivity during electroconvulsive therapy distinguishes depression remission outcomes: A cross-lagged panel network study.,"Electroconvulsive therapy (ECT) is effective for depression, but symptom dynamics during treatment remain unclear. Network approaches may clarify symptom relations and identify patterns linked to remission. Examining symptom dynamics during ECT using temporal network modeling and comparing baseline and temporal symptom networks between remitters and non-remitters. Using the Dutch ECT Consortium (N = 857, unipolar/bipolar depression), we examined seven harmonized symptoms from the 17-item Hamilton Depression Rating Scale (HDRS-17) and Montgomery-Åsberg Depression Rating Scale (MADRS) over the first five weeks of treatment. We estimated baseline networks using partial correlations and temporal networks using Cross-Lagged Panel Network analysis, which quantified each symptom's in-prediction and out-prediction. Between remitters (N = 413) and non-remitters (N = 379), baseline networks were compared using the Network Comparison Test, while temporal networks were compared via network density, Jaccard overlap, and edge correlations. In the full sample (65.2% female, mean age 61.3 ± 15.5 years), suicidal thoughts exerted the strongest influence on other symptoms (i.e., highest out-prediction). Baseline networks did not differ by outcome, but temporal networks did: remitters showed greater density than non-remitters (χ2 = 8.20, p < 0.01), with low overlap in edges (Jaccard = 0.25), and non-significant edge-weight correlations (r = 0.16; p = 0.46) between groups. Remitters displayed integrated affective-vital symptom connections, while non-remitters showed fragmented subnetworks. Reductions in suicidal thoughts preceded broader symptom improvements, suggesting this symptom warrants monitoring. Remitters showed coordinated symptom reduction where affective and vital symptoms reinforced each other, while non-remitters showed independent reduction. These findings provide insights into symptom dynamics during ECT.",https://pubmed.ncbi.nlm.nih.gov/41713680/,Document:Pubmed
pubmed:41707729,pubmed,41707729,Discriminating between major depressive disorder and bipolar depression: Aberrant EEG microstate dynamics and machine learning classification.,"Major depressive disorder (MDD) and bipolar depression (BD) are common mood disorders with overlapping clinical features, posing significant challenges for accurate diagnosis and effective treatment. Electroencephalography (EEG) microstates reflect transient, quasi-stable patterns of brain activity that index fast, large-scale neural network dynamics and may provide novel insights into the neural abnormalities associated with mood disorders. In this study, 210 participants (78 MDD, 45 BD, and 87 healthy controls) completed demographic, clinical, and microstate assessments. Resting-state EEG microstate features were analyzed and used in machine learning models to classify MDD versus BD, MDD versus HCs, and BD versus HCs. MDD patients showed higher microstate C metrics, lower microstate D metrics, increased transition probabilities from B to C, and reduced transition probabilities between B and D, suggesting enhanced sequential activation from the occipital visual cortex to the default mode network but disrupted sequential activation from the visual cortex to the executive control network. BD patients primarily showed significantly longer microstate B duration, indicating excessive visual network activity. Microstate-based machine learning models showed moderate to good discriminative performance, with Area Under the Curve (AUC) values of 83.4% (MDD versus BD), 86.0% (MDD versus HCs), and 93.3% (BD versus HCs). The modest sample size may restrict generalizability, and refined methodological approaches could further enhance classification performance. These findings provide preliminary insight into neural alterations in MDD and BD, suggest potential diagnostic relevance of EEG microstates, and may inform future hypothesis-driven research on disorder-specific interventions.",https://pubmed.ncbi.nlm.nih.gov/41707729/,Document:Pubmed
pubmed:41705443,pubmed,41705443,"Complete blood count-based inflammatory ratios in people with bipolar disorder: a systematic review and meta-analysis of neutrophil-to-lymphocyte, monocyte-to-lymphocyte, and platelet-to-lymphocyte ratios.","Bipolar disorder (BD) involves immune-inflammatory dysregulation. This systematic review and meta-analysis assessed complete blood count-based inflammatory indices - neutrophil-to-lymphocyte (NLR), monocyte-to-lymphocyte (MLR), and platelet-to-lymphocyte (PLR) ratios - in BD versus healthy controls (HCs), major depressive disorder (MDD), and across BD mood states. Databases were searched through June 2025 for observational studies reporting at least one ratio in adults with BD and including as comparators either HCs, MDD, or within-BD mood-state contrasts (mania, bipolar depression, euthymia). Quality was appraised using BIOCROSS. Random-effects meta-analyses, sensitivity analyses, and meta-regressions were performed. GRADE was adapted to rate evidence certainty. Fifty-one studies (38,309 participants) met the inclusion criteria. Compared to HCs, BD showed higher NLR (SMD = 0.44, p < 0.001) and MLR (SMD = 0.28, p < 0.001). In mania, NLR (SMD = 0.62, p < 0.001), MLR (SMD = 0.51, p < 0.001), and PLR (SMD = 0.18, p = 0.014) were all elevated versus HCs. Depression showed lower PLR (SMD = -0.14, p < 0.001) and euthymia higher NLR (SMD = 0.37, p = 0.002). Compared to MDD, BD had higher NLR (SMD = 0.21, p < 0.001) and MLR (SMD = 0.18, p < 0.001). Similarly, mania showed higher NLR (SMD = 0.53, p < 0.001) and MLR (SMD = 0.41, p < 0.001), while bipolar depression lower PLR (SMD = -0.15, p < 0.001). Mania had higher NLR (SMD = 0.32, p < 0.001), MLR (SMD = 0.32, p < 0.001), and PLR (SMD = 0.14, p = 0.028) than depression and higher MLR than euthymia (SMD = 0.44, p = 0.027), while depression had lower NLR (SMD = -0.28, p = 0.012) and PLR (SMD = -0.22, p < 0.001). Evidence certainty was mixed. NLR, MLR, and PLR emerge as non-specific, group-level correlates of immune-inflammatory dysregulation in BD, however offering limited discrimination between bipolar and unipolar depression. Notwithstanding their potential role as trait- and state-related markers in BD, further studies are...",https://pubmed.ncbi.nlm.nih.gov/41705443/,Document:Pubmed
pubmed:41693395,pubmed,41693395,"Physiologically Based Pharmacokinetic Modeling of Lurasidone, an Antipsychotic Drug: Impact of CYP3A4 Polymorphisms and Hepatic Impairment on Exposure and Dose Optimization.","Lurasidone is an antipsychotic drug used to treat schizophrenia and bipolar depression, primarily metabolized by cytochrome P450 3A4 (CYP3A4). Its pharmacokinetics (PK) can vary depending on CYP3A4 genetic polymorphisms and liver function, often requiring clinical dose adjustments. However, there is a lack of systematic tools for quantitatively predicting such interindividual variability. This study aimed to develop a physiologically based pharmacokinetic (PBPK) model of lurasidone that incorporates CYP3A4 polymorphisms and hepatic impairment to support dose optimization across clinical populations. The PBPK model was constructed using published in vitro and clinical PK data. Model validation was performed by comparing simulations with independent clinical trials. We conducted single- and multiple-dose simulations reflecting CYP3A4 genotype (wild-type vs. *15 allele) and hepatic impairment (Child-Pugh A, B, C). Predicted exposures were compared with a reference population (CYP3A4 wild-type, normal liver, 80 mg/day) to explore dose adjustment needs. Simulation results demonstrated increased exposure with worsening liver function, and decreased exposure in the presence of the *15 allele due to enhanced metabolism. Based on these results, reduced doses (20-40 mg/day) were recommended for wild-type patients with hepatic impairment, while higher doses (up to 240 mg/day) were needed for *15 carriers with normal liver function. Adjusted doses resulted in stable therapeutic exposures across groups. This PBPK model offers a quantitative strategy for individualizing lurasidone dosing based on genotype and hepatic function. It provides a valuable precision dosing tool to ensure safety and efficacy in vulnerable patient populations.",https://pubmed.ncbi.nlm.nih.gov/41693395/,Document:Pubmed
pubmed:41690939,pubmed,41690939,Fecal metaproteomics reveals alterations in gut microbiota and intestinal proteins in adolescents with bipolar depression.,"This study aims to compare the gut microbiota and the profiles of human and microbial proteins in adolescents with bipolar depression (BD) and healthy controls (HCs), as well as to investigate the potential of gut-derived proteins as biomarkers for BD diagnosis. Fecal samples were collected from 15 adolescents with depressive episodes of BD and 58 healthy individuals, and fecal metaproteomics was used to assess changes in the gut environment. The results revealed an increased abundance of gut bacteria associated with lactate production and metabolism, such as Bifidobacteriaceae and Megasphaera, in BD patients. Additionally, there was a higher abundance of Alistipes, a bacterium linked to stress. Notably, the host proteins CELA2A, DEFA3, and KLK1 achieved high ROC-AUC values (0.905, 0.897, and 0.897) and PR-AUC values (0.978, 0.975, and 0.975),indicating their potential as diagnostic biomarkers for BD. In conclusion, we observed an increased abundance of Bifidobacteriaceae, Megasphaera, and Alistipes in adolescents with BD. We propose that CELA2A, DEFA3, and KLK1 could be potential biomarkers for BD, although further validation is required.",https://pubmed.ncbi.nlm.nih.gov/41690939/,Document:Pubmed
pubmed:41690625,pubmed,41690625,Predictors of rehospitalization and suicide in depressed inpatients receiving repetitive transcranial magnetic stimulation: A real-world retrospective cohort study.,"To identify clinical predictors of 6-month rehospitalization or suicide events following repetitive transcranial magnetic stimulation (rTMS) in hospitalized patients with depression. This retrospective cohort study analyzed electronic health records (EHRs) from a tertiary psychiatric hospital in Shanghai, China. Inpatients with depression (ICD-10 codes F31.3-F31.5, F32 or F33) treated with rTMS during hospitalization were included. Missing data were addressed using multiple imputation by chained equations (MICE). Based on univariate analyses of baseline characteristics, further multivariable logistic regression, group least absolute shrinkage and selection operator (LASSO), and random forest analyses were used to identify predictors of rehospitalization or suicide events within 6 months post-discharge. Firth logistic regression was used for bipolar depression (BD) subgroup analyses due to the limited sample size. A total of 275 inpatients were included, including 222 with unipolar depression (UD) and 53 with BD. Among them, 25.5% experienced rehospitalization or suicide-related events. Comorbid substance use disorders (SUDs), previous electroconvulsive therapy (ECT), and use of benzodiazepines were independently associated with higher odds of these outcomes in the overall cohort and the UD subgroup (all p < 0.05). Predictive models in UD showed moderate discrimination and calibration, whereas no significant predictors were identified in BD. These findings reflect observations from a single-center, retrospective cohort. Clinically accessible factors were associated with poor long-term outcomes in hospitalized patients with UD receiving rTMS. These findings may help inform patient stratification and support future research aimed at improving risk assessment and personalization of rTMS treatment.",https://pubmed.ncbi.nlm.nih.gov/41690625/,Document:Pubmed
pubmed:41664584,pubmed,41664584,Profiles of lithium prescriptions and serum concentrations among patients with bipolar disorder based on latent variable analysis.,"The advantages of lithium in treating bipolar disorder (BD) are inconsistent with a declining trend in lithium prescriptions worldwide. Understanding lithium prescription patterns and serum concentrations could improve lithium clinical practices. This multicentre study used latent variable analysis to explore lithium prescription patterns and changing trends in lithium serum concentrations. A regression model was used to identify their underlying associated factors. High- and low-dose prescription patterns were discovered in patients with mania and bipolar depression (BD-D), respectively. Patients with BD-D tended to receive lower lithium dosages. Lithium combination therapy was mainstream for BD. Factors associated with prescription patterns differed between patients with mania and BD-D. The lithium concentration-to-dose (C/D) ratio initially decreased but then increased. The final lithium serum concentration was mainly associated with dose titration. In this study, lower lithium dosage combined with second-generation antipsychotics is commonly used in the treatment of BD, and lithium prescription patterns fail to follow the guideline recommendations for BD. There are episode-specific factors associated with lithium prescriptions. A non-linear trend in the C/D ratio appears to be one of the factors contributing to lithium delay effects. Adjusting the lithium dosage is a direct way to change its serum concentration.Key PointsLower lithium dosage combined with SGAs is commonly used in the treatment of BD, and lithium prescription patterns fail to follow the guideline recommendations for BD.Factors associated with lithium prescription patterns differed between patients with mania and BD-D.In the context of a standardised lithium dosage (1 g), lithium plasma levels initially decrease before gradually increasing, which appears to be one of the factors contributing to lithium delay effects.",https://pubmed.ncbi.nlm.nih.gov/41664584/,Document:Pubmed
pubmed:41631109,pubmed,41631109,Anhedonia nonresponse to short-term ketamine administration for treatment-resistant bipolar depression.,"Anhedonia is a key symptom of bipolar depression and a target of ketamine's rapid antidepressant effects. However, many patients with treatment-resistant bipolar depression (TRBD) do not respond. This study aimed to identify clinical and sociodemographic characteristics that are associated with nonresponse of anhedonia following short-term ketamine treatment in TRBD. A retrospective analysis using data from two naturalistic, observational registries of 31 patients with TRBD and baseline anhedonia (Snaith-Hamilton Pleasure Scale (SHAPS) > 2). Patients received eight doses of ketamine (IV: 0.5 mg/kg; oral: 2.0-2.5 mg/kg) over a short-term treatment course. Patients were classified as responders or nonresponders based on a ⩾50% reduction in SHAPS score by the seventh ketamine dose. Groups were compared on baseline sociodemographic and clinical features. Fourteen patients (45.2%) did not respond. Nonresponders had higher BMI, later illness onset, fewer hypomanic episodes, and lower employment rates. Metabolic, illness-course, and psychosocial factors may predict reduced anti-anhedonic response to ketamine in TRBD.",https://pubmed.ncbi.nlm.nih.gov/41631109/,Document:Pubmed
pubmed:41630413,pubmed,41630413,Olanzapine in the treatment of schizophrenia in adolescents - mechanisms of action and therapeutic efficacy.,"Olanzapine is widely used for schizophrenia and bipolar I disorder, yet its role in adolescents remains debated due to metabolic risks. To review mechanisms, efficacy, safety, pharmacokinetics, and guideline positions of olanzapine in youth, with comparison to adults. Narrative synthesis of randomized trials, open-label studies, meta-analyses, and major guidelines (APA, NICE, Canadian), with focused appraisal of pediatric data. Olanzapine's multi-receptor antagonism (D₂, 5-HT₂A/2C, H₁, muscarinic, α₁) underpins robust antipsychotic effects. In adolescents, short-term RCTs show significant improvement in PANSS/BPRS-C and YMRS versus placebo; efficacy is broadly comparable to risperidone and aripiprazole. Pharmacokinetics are similar to adults, though exposure is ~27-34% higher in youth. Adverse effects-especially weight gain, dyslipidemia, hyperprolactinemia, and glycemic abnormalities-are more pronounced in adolescents. Guidelines endorse olanzapine as an option for schizophrenia and as first-line for acute mania; OFC is recommended for bipolar depression by most but not NICE. LAI olanzapine is not approved <18 years. Olanzapine is effective in adolescent psychosis and mania but carries substantial metabolic liability. Given no clear efficacy advantage over other SGAs, it is best positioned as a second-line agent in youth, with preference for monotherapy, cautious dosing, and stringent metabolic monitoring. Evidence for benefits on negative and cognitive symptoms in adolescents remains limited.",https://pubmed.ncbi.nlm.nih.gov/41630413/,Document:Pubmed
pubmed:41625266,pubmed,41625266,The prevalence of cannabis use pre-versus post-cannabis legalization in Canada by mental health status: findings from national repeat cross-sectional surveys.,"The bidirectional relationship between cannabis use and mental health is complex. With the liberalization of cannabis laws in many countries, it is increasingly important to understand the impacts of cannabis legalization on individuals with mental health conditions. This study aimed to examine changes in cannabis use by mental health status pre-versus 5-years post-legalization of recreational cannabis in Canada. Data were from the International Cannabis Policy Study's national repeat cross-sectional surveys, conducted annually in Canada between 2018 and 2023, one year before and five years after the legalization of cannabis. The current analysis includes 92,843 Canadians aged 16-65 years. Adjusted logistic regression models examined changes in daily and past 12-month cannabis use pre-versus post-legalization among individuals experiencing each of the five mental health problems in the last year: anxiety, bipolar, depression, post-traumatic stress disorder (PTSD), and schizophrenia. Past 12-month cannabis consumption increased from pre-legalization versus the year immediately following legalization (2019) among those with anxiety (adjusted odds ratio (AOR) = 1.33, 95% CI = 1.15, 1.53, p < 0.0001), depression (AOR = 1.47, 95% CI = 1.26, 1.73, p < 0.0001), and those reporting 'no experience' of a mental health problem in the past year (AOR = 1.52, 95% CI = 1.37, 1.68, p < 0.0001). Past 12-month cannabis use remained significantly higher in 2023 versus pre-legalization for anxiety and depression. Daily cannabis use increased from 2018 to 2019 only among those not reporting any experience of a mental health problem in the past year (AOR = 1.34, 95% CI = 1.10, 1.62, p < 0.0001). No other pre-post legalization differences were observed among individuals who experienced bipolar, PTSD, or schizophrenia. Few changes in cannabis use were observed pre-versus post-cannabis legalization among Canadians who reported experiencing a mental health problem, whereas daily and past 12-...",https://pubmed.ncbi.nlm.nih.gov/41625266/,Document:Pubmed
pubmed:41603782,pubmed,41603782,How Many Criteria Should Be Required to Define the DSM-5 Mixed Features Specifier in Depressed Patients?,"Background: During the past 2 decades, there has been intense interest in the clinical significance of the concurrence of manic symptoms in depressed patients. DSM-5 introduced a mixed features specifier for both bipolar depression and major depressive disorder. Studies of the DSM-5 mixed features specifier have generally found a low prevalence of mixed depression. One approach toward increasing the sensitivity of the DSM-5 mixed features criteria is to lower the classification threshold. In the present study, we examine the impact of lowering the DSM-5 diagnostic threshold from 3 to 2 criteria on the prevalence and validity of the DSM-5 mixed features specifier for depression. Methods: Four hundred fifty-nine psychiatric patients in a depressive episode were interviewed by a trained diagnostic rater who administered semistructured interviews including the DSM-5 Mixed Features Specifier Interview. The patients were rated on clinician rating scales of depression, anxiety, and irritability and measures of psychosocial functioning, suicidality, and family history of bipolar disorder. Results: When the DSM-5 diagnostic threshold was lowered from 3 to 2 symptoms, the prevalence of mixed features based on the DSM-5 majority of episode time frame tripled from 3.9% to 13.1% (n=60). Based on a past week time frame, the prevalence of mixed features more than doubled from 9.4% to 22.9% (n=105) upon lowering the threshold from 3 to 2 criteria. However, there was no difference between the patients with 2 mixed features and patients with 0 or 1 mixed features on family history of bipolar disorder, psychosocial impairment, presence of comorbid disorders, age of onset, or history of suicide attempts or psychiatric hospitalization. Conclusions: The results of the present study do not support lowering the DSM-5-TR diagnostic threshold for the mixed features specifier in depressed patients from 3 to 2 criteria.",https://pubmed.ncbi.nlm.nih.gov/41603782/,Document:Pubmed
pubmed:41583689,pubmed,41583689,Efficacy of Oral Ketamine in Patients with Depression and Suicidality: A Retrospective Study.,"Depression is a significant global health issue, often accompanied by suicidality, which requires urgent and effective interventions. Oral ketamine is emerging as a potential rapid-acting treatment, but data on its efficacy and tolerability remain limited, particularly in the Indian context. Thus, this retrospective study was conducted to assess the response to oral ketamine in patients with depression and suicidality. A retrospective cross-sectional study was conducted on 41 patients diagnosed with major depressive disorder (MDD), bipolar depression (bipolar affective disorder [BPAD] depression), or who had suicidal ideation, all of whom were administered oral ketamine therapy at a tertiary care psychiatric institute in India. Depression severity and suicidal ideation were assessed using the Hamilton Depression Rating Scale (HAMD) and the Modified Scale for Suicidal Ideation (MSSI), respectively, at baseline and after the third ketamine session. Sociodemographic and clinical variables were analyzed to explore their association with treatment outcomes. The mean reduction in HAMD and MSSI scores post-third ketamine session was 8.19 (p < .001) and 4.95 (p < .001), respectively, indicating significant improvements in both depressive symptoms and suicidal ideation. Common side effects included dizziness, nausea, and hypertension, and the least common was diarrhea. Oral ketamine appears to be an effective and well-tolerated option for rapidly reducing depressive symptoms and suicidal ideation in patients with MDD and BPAD depression. It can be used in outpatient settings to provide immediate benefit to patients. Future studies with robust, prospective designs are needed to determine optimal dosing, evaluate long-term safety, and establish sustained efficacy.",https://pubmed.ncbi.nlm.nih.gov/41583689/,Document:Pubmed
