relation_id,head_entity_id,relation_type,tail_entity_id,evidence_text,source,source_id,confidence,created_at
rel_0bd2493b602af99a,D003865,has_symptom,S0000003,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.75,2026-04-10T11:06:57+00:00
rel_d980ace647dd55a4,D003865,has_symptom,ent_9606bd1532d45bad,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.75,2026-04-10T11:06:57+00:00
rel_60a2e5f9a6e86433,D003865,has_symptom,ent_e20112e744f16c67,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.75,2026-04-10T11:06:57+00:00
rel_0674b09b7d13d057,D003865,has_symptom,ent_7fa225580b91e41a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.75,2026-04-10T11:06:57+00:00
rel_16d8259b4c707802,D003865,has_symptom,ent_8acd637335bff504,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.75,2026-04-10T11:06:57+00:00
rel_f5d874d007be1b1a,D003865,has_symptom,ent_23fb986c6649a447,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.75,2026-04-10T11:06:57+00:00
rel_5afe533fb10992cc,D003865,has_risk_factor,ent_6073cbe8d958ba19,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.72,2026-04-10T11:06:57+00:00
rel_06ab99dffbf70cc9,D003866,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.73,2026-04-10T11:06:57+00:00
rel_c66151e31a060772,D003866,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.73,2026-04-10T11:06:57+00:00
rel_0030993d0d5871a3,D003865,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.73,2026-04-10T11:06:57+00:00
rel_0abedccaf915920c,D003865,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.73,2026-04-10T11:06:57+00:00
rel_33ac5fa4cf292d0d,S0000002,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_4d49763856e4e8ed,S0000002,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_a458c054a1ef0985,ent_8a621b79f01ba6ff,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_8882572d7b754f91,ent_8a621b79f01ba6ff,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_fed9c9df7acaa143,S0000003,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_104dabeb2ef1ee87,S0000003,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_0cc54e58d8db7d47,ent_9606bd1532d45bad,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_e1bc077396f8370e,ent_9606bd1532d45bad,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_f80e7e0984dfd7af,ent_e20112e744f16c67,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_ab0bf953788ec3f5,ent_e20112e744f16c67,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_ee641341246f85f2,ent_7fa225580b91e41a,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_26c558f03adcc2ff,ent_7fa225580b91e41a,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_1723f8145b621e66,ent_8acd637335bff504,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_62bd6ecf52872886,ent_8acd637335bff504,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_d46352fc3490b020,ent_23fb986c6649a447,associated_with,ent_a4f1a1019567156b,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_6a0a9eb41f5baf9a,ent_23fb986c6649a447,associated_with,ent_304c177e94849b3a,"Major Depressive Disorder (MDD) is clinically and biologically heterogeneous. Here, we leveraged the genetics of individual depressive symptoms to dissect the disorder's underlying heterogeneity. We utilized the BIObanks Netherlands Internet Collaboration (BIONIC). A series of genome-wide association studies (effective- N range: 14,407 - 47,110) compared controls (N=48,286) with partially different subsets of lifetime MDD cases (range: 3,892-15,577), each endorsing one of 12 individual DSM-based",pubmed,41929285,0.71,2026-04-10T11:06:57+00:00
rel_ded576b8134684aa,ent_c12488c1805f9b4e,treats,D003866,"Major depressive disorder is a prevalent mental condition and the second most disabling disease. Transcranial direct current stimulation (tDCS), with advantages such as affordability, home-use application, and mild side effects, has been proposed for treating depression. Yet, its clinical efficacy is not established. Optimizing tDCS interventions for more effective and feasible clinical application is a need and topic of ongoing research. This randomized, sham‑controlled trial compares the effic",pubmed,41927768,0.78,2026-04-10T11:06:57+00:00
rel_a93c90ac376e7364,ent_c12488c1805f9b4e,treats,D003865,"Major depressive disorder is a prevalent mental condition and the second most disabling disease. Transcranial direct current stimulation (tDCS), with advantages such as affordability, home-use application, and mild side effects, has been proposed for treating depression. Yet, its clinical efficacy is not established. Optimizing tDCS interventions for more effective and feasible clinical application is a need and topic of ongoing research. This randomized, sham‑controlled trial compares the effic",pubmed,41927768,0.78,2026-04-10T11:06:57+00:00
rel_390bb2d0c44a4c91,D003866,has_symptom,S0000002,"High rates of diagnostic conversion and comorbidity between bipolar disorder (BD) and major depressive disorder (MDD) necessitate a transdiagnostic approach to uncover shared mechanisms. Network analysis can model the complex interrelationships among clinical, psychosocial, and cognitive domains, which remain underexplored in an integrated manner. This study included 1,332 participants aged 10-24 (689 patients with BD-I, BD-II, or MDD, and 643 healthy controls). All underwent comprehensive asses",pubmed,41924708,0.75,2026-04-10T11:06:57+00:00
rel_8683c19e4ca3fc0e,D003865,has_symptom,S0000002,"High rates of diagnostic conversion and comorbidity between bipolar disorder (BD) and major depressive disorder (MDD) necessitate a transdiagnostic approach to uncover shared mechanisms. Network analysis can model the complex interrelationships among clinical, psychosocial, and cognitive domains, which remain underexplored in an integrated manner. This study included 1,332 participants aged 10-24 (689 patients with BD-I, BD-II, or MDD, and 643 healthy controls). All underwent comprehensive asses",pubmed,41924708,0.75,2026-04-10T11:06:57+00:00
rel_986add763679c4f7,ent_019d439be2c7e49a,has_symptom,S0000002,"High rates of diagnostic conversion and comorbidity between bipolar disorder (BD) and major depressive disorder (MDD) necessitate a transdiagnostic approach to uncover shared mechanisms. Network analysis can model the complex interrelationships among clinical, psychosocial, and cognitive domains, which remain underexplored in an integrated manner. This study included 1,332 participants aged 10-24 (689 patients with BD-I, BD-II, or MDD, and 643 healthy controls). All underwent comprehensive asses",pubmed,41924708,0.75,2026-04-10T11:06:57+00:00
rel_f82ddd03de2c4d9f,D003866,has_symptom,S0000003,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.75,2026-04-10T11:06:57+00:00
rel_454a03522ada0711,D003866,has_risk_factor,ent_f9b4351ca4b15c7c,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.72,2026-04-10T11:06:57+00:00
rel_ea121d0f06e184ed,D003866,measured_by,ent_5772f277c259828e,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.7,2026-04-10T11:06:57+00:00
rel_daa3147e254c7794,D003866,measured_by,ent_af1dff1ccbeb8a23,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.7,2026-04-10T11:06:57+00:00
rel_0b25aa81a34ab53c,D003865,has_symptom,S0000003,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.75,2026-04-10T11:06:57+00:00
rel_6be2130f3b65e2a3,D003865,has_risk_factor,ent_f9b4351ca4b15c7c,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.72,2026-04-10T11:06:57+00:00
rel_7dc15cdb7553daa5,D003865,measured_by,ent_5772f277c259828e,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.7,2026-04-10T11:06:57+00:00
rel_ced5c462cc21c58a,D003865,measured_by,ent_af1dff1ccbeb8a23,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.7,2026-04-10T11:06:57+00:00
rel_cc86153b66dfc6b3,D003866,associated_with,ent_3cdb9c706d83c19b,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.73,2026-04-10T11:06:57+00:00
rel_adc365a2631c87bb,D003866,associated_with,ent_c90ae032a38eae00,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.73,2026-04-10T11:06:57+00:00
rel_8528c832c2caab24,D003865,associated_with,ent_3cdb9c706d83c19b,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.73,2026-04-10T11:06:57+00:00
rel_4cbb0b126a7c0597,D003865,associated_with,ent_c90ae032a38eae00,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.73,2026-04-10T11:06:57+00:00
rel_26e333e771511884,S0000003,associated_with,ent_3cdb9c706d83c19b,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.71,2026-04-10T11:06:57+00:00
rel_bd5b13d5aec66f72,S0000003,associated_with,ent_c90ae032a38eae00,Our primary objective is to determine the prevalence of various psychiatric comorbidities in patients with epilepsy (PWE) and to assess sleep quality in PWE. Present study was a hospital based cross sectional study conducted over 2 months (January and February of 2022) that included 242 tribal patients from outdoor patient department in Mayurbhanj district of Odisha. Consecutive sampling was conducted. The patients fulfilling the inclusion and exclusion criteria were first assessed using a semi ,pubmed,41924510,0.71,2026-04-10T11:06:57+00:00
rel_5bb0fd4ef6dc63dc,D003866,has_symptom,S0000002,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.75,2026-04-10T11:06:57+00:00
rel_2d29f624fb9e99e3,D003866,has_symptom,S0000003,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.75,2026-04-10T11:06:57+00:00
rel_01e1db1b81e33eaf,D003866,has_symptom,ent_e20112e744f16c67,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.75,2026-04-10T11:06:57+00:00
rel_d438902b458ef0af,D003866,measured_by,SC000002,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.7,2026-04-10T11:06:57+00:00
rel_ef42353fb00fcab7,D003865,has_symptom,S0000002,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.75,2026-04-10T11:06:57+00:00
rel_569c73f64fc1d3f5,D003865,has_symptom,S0000003,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.75,2026-04-10T11:06:57+00:00
rel_d2f648386d88b8b4,D003865,has_symptom,ent_e20112e744f16c67,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.75,2026-04-10T11:06:57+00:00
rel_8d265004ccb24059,D003865,measured_by,SC000002,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.7,2026-04-10T11:06:57+00:00
rel_920eeff64ffa9848,D003866,associated_with,ent_2547f9f5569eb2a4,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.73,2026-04-10T11:06:57+00:00
rel_f9af23888d966cb2,D003866,associated_with,ent_3cdb9c706d83c19b,"This study aimed to examine functional connectivity (FC) alterations in patients with major depressive disorder (MDD), specifically comparing those with and without anhedonia. 24 MDD patients with anhedonia (MDD-WA), 17 MDD patients without anhedonia (MDD-WoA), and 40 healthy controls (HCs) underwent resting-state functional magnetic resonance imaging (rs-fMRI). Intrinsic brain function was assessed using resting-state FC and spatial associations with neurotransmitter receptor distribution analy",pubmed,41923921,0.73,2026-04-10T11:06:57+00:00
